Timestamp,time band,Unix timestamp,weekday/weedend ,activity level,activity,step count,lat,lon,place name,place category,place short name,num of apps,media usage,light,num of photos,sound setting
20150121_175,2,1.42E+12,0,0.600000024,{standing still=3| tiliting=1| walking=1},143,33.643543,-117.84182,DBH 1600 | Mac Lab (ICS2) | DBH 6011,education | education | building,Classroom | Technology | Auditorium,1,0,0,0,0
20150121_176,2,1.42E+12,0,0.857142866,{standing still=2| tiliting=4| walking=1},139,33.64365,-117.84134,UCI IEEE Lab | DAT Lab | Java City Kiosk,education | education | food,Lab | Lab | Caf̩,1,0,0,0,0
20150121_177,2,1.42E+12,0,0.400000006,{standing still=3| Unknown=2},0,33.643654,-117.8414,DAT Lab | UCI IEEE Lab | Java City Kiosk,education | education | food,Lab | Lab | Caf̩,1,0,0,0,0
20150121_178,2,1.42E+12,0,0.333333343,{standing still=4| tiliting=1| Unknown=1},0,33.643654,-117.84137,DAT Lab | UCI IEEE Lab | Java City Kiosk,education | education | food,Lab | Lab | Caf̩,1,0,57.04347826,0,0
20150121_179,2,1.42E+12,0,0.333333343,{standing still=4| tiliting=2},0,33.643658,-117.841354,UCI IEEE Lab | DAT Lab | Java City Kiosk,education | education | food,Lab | Lab | Caf̩,2,0,48.28571429,0,0
20150121_182,2,1.42E+12,0,1.399999976,{standing still=1| tiliting=1| walking=3},408,33.646965,-117.839355,UCI School Of Social Ecology | Social Science Plaza B (SSPB) | Social Ecology Excellence Lab,education | education | education,University | Science | Lab,1,0,73.78333333,0,0
20150121_183,2,1.42E+12,0,0,{standing still=5},0,33.647,-117.83939,UCI School Of Social Ecology | Social Ecology Excellence Lab | Social Science Plaza B (SSPB),education | education | education,University | Lab | Science,1,0,0,0,0
20150121_184,2,1.42E+12,0,0,{standing still=4},0,33.646973,-117.839386,UCI School Of Social Ecology | Social Science Plaza B (SSPB) | Social Ecology Excellence Lab,education | education | education,University | Science | Lab,1,0,0,0,0
20150121_185,2,1.42E+12,0,0,{standing still=1},0,33.646988,-117.83937,UCI School Of Social Ecology | Social Ecology Excellence Lab | Social Science Plaza B (SSPB),education | education | education,University | Lab | Science,1,0,0,0,0
20150121_186,2,1.42E+12,0,0,{standing still=2},27,33.646984,-117.83935,UCI School Of Social Ecology | Social Ecology Excellence Lab | Social Science Plaza B (SSPB),education | education | education,University | Lab | Science,1,0,0,0,0
20150121_187,2,1.42E+12,0,0,{standing still=6},0,33.646988,-117.83938,UCI School Of Social Ecology | Social Ecology Excellence Lab | Social Science Plaza B (SSPB),education | education | education,University | Lab | Science,1,0,0,0,0
20150121_188,2,1.42E+12,0,0.166666672,{standing still=5| tiliting=1},0,33.646965,-117.839355,UCI School Of Social Ecology | Social Science Plaza B (SSPB) | Social Ecology Excellence Lab,education | education | education,University | Science | Lab,1,0,1,0,0
20150121_189,2,1.42E+12,0,1.5,{standing still=1| walking=3},388,33.644863,-117.8401,Educational Technology Center and Research Facility (ETC) | Interim Classroom Facility / ICF (UCI) | Engineering Lecture Hall (ELH),education | education | education,Classroom | University | Engineering,1,0,0.217054264,0,0
20150121_191,2,1.42E+12,0,0.5,{standing still=3| tiliting=2| Unknown=1},32,33.64365,-117.84136,UCI IEEE Lab | DAT Lab | Java City Kiosk,education | education | food,Lab | Lab | Caf̩,2,0,141.2926829,0,0
20150121_192,2,1.42E+12,0,0.25,{standing still=6| tiliting=2},0,33.643665,-117.84136,DAT Lab | UCI IEEE Lab | Java City Kiosk,education | education | food,Lab | Lab | Caf̩,2,0,124.3636364,0,0
20150121_193,2,1.42E+12,0,0,{standing still=4},0,33.643673,-117.84129,UCI IEEE Lab | DAT Lab | Eom Cubicle,education | education | education,Lab | Lab | Lab,1,0,170.6666667,0,0
20150121_195,2,1.42E+12,0,0,{standing still=1},0,33.643642,-117.841446,DAT Lab | DBH 1600 | UCI IEEE Lab,education | education | education,Lab | Classroom | Lab,4,0,131.5494881,0,0
20150121_196,2,1.42E+12,0,0,{standing still=1},0,33.643658,-117.841286,UCI IEEE Lab | DAT Lab | Java City Kiosk,education | education | food,Lab | Lab | Caf̩,4,0,117.5930233,0,0
20150121_197,2,1.42E+12,0,0,{standing still=1},0,33.64365,-117.84139,DAT Lab | UCI IEEE Lab | Java City Kiosk,education | education | food,Lab | Lab | Caf̩,1,0,147.6666667,0,0
20150121_198,2,1.42E+12,0,0,{standing still=1},0,33.64364,-117.841354,UCI IEEE Lab | DAT Lab | Java City Kiosk,education | education | food,Lab | Lab | Caf̩,1,0,164.5,0,0
20150121_199,2,1.42E+12,0,0,{standing still=1},0,33.643654,-117.84132,UCI IEEE Lab | DAT Lab | Java City Kiosk,education | education | food,Lab | Lab | Caf̩,2,0,95.38709677,0,0
20150121_200,2,1.42E+12,0,0,{standing still=1},0,33.643646,-117.84133,UCI IEEE Lab | DAT Lab | Java City Kiosk,education | education | food,Lab | Lab | Caf̩,1,0,159,0,0
20150121_201,2,1.42E+12,0,0,{standing still=1},0,33.643646,-117.841324,UCI IEEE Lab | DAT Lab | Java City Kiosk,education | education | food,Lab | Lab | Caf̩,1,0,0,0,0
20150121_202,2,1.42E+12,0,0,{standing still=1},0,33.64365,-117.84134,UCI IEEE Lab | DAT Lab | Java City Kiosk,education | education | food,Lab | Lab | Caf̩,1,0,0,0,0
20150121_203,2,1.42E+12,0,0,{standing still=1},0,33.643646,-117.84133,UCI IEEE Lab | DAT Lab | Java City Kiosk,education | education | food,Lab | Lab | Caf̩,1,0,100.125,0,0
20150121_204,2,1.42E+12,0,0,{standing still=3},0,33.64365,-117.84135,UCI IEEE Lab | DAT Lab | Java City Kiosk,education | education | food,Lab | Lab | Caf̩,2,0,106.5744681,0,0
20150121_205,2,1.42E+12,0,0,{standing still=1},0,33.643703,-117.84138,DAT Lab | UCI IEEE Lab | Eom Cubicle,education | education | education,Lab | Lab | Lab,3,0,94.78181818,0,0
20150121_206,2,1.42E+12,0,0,{standing still=1},0,33.64365,-117.841324,UCI IEEE Lab | DAT Lab | Java City Kiosk,education | education | food,Lab | Lab | Caf̩,2,0,137.0645161,0,0
20150121_207,2,1.42E+12,0,0,{standing still=1},0,33.64363,-117.84172,DBH 1600 | Mac Lab (ICS2) | ISTC for Social Computing,education | education | education,Classroom | Technology | Lab,1,0,0,0,0
20150121_208,2,1.42E+12,0,0,{standing still=1},0,33.64365,-117.84144,DAT Lab | UCI IEEE Lab | DBH 1600,education | education | education,Lab | Lab | Classroom,1,0,107.2631579,0,0
20150121_209,2,1.42E+12,0,0,{standing still=1},0,33.64361,-117.841736,DBH 1600 | Mac Lab (ICS2) | ISTC for Social Computing,education | education | education,Classroom | Technology | Lab,2,0,134.2767296,0,0
20150121_211,2,1.42E+12,0,0.75,{standing still=2| tiliting=4| Unknown=2},0,33.64365,-117.841354,DAT Lab | UCI IEEE Lab | Java City Kiosk,education | education | food,Lab | Lab | Caf̩,4,0,107.2075472,0,0
20150121_212,2,1.42E+12,0,0,{standing still=5},0,33.64365,-117.84134,UCI IEEE Lab | DAT Lab | Java City Kiosk,education | education | food,Lab | Lab | Caf̩,2,0,112,0,0
20150121_213,2,1.42E+12,0,0,{standing still=4},0,33.643635,-117.84146,DBH 1600 | DAT Lab | UCI IEEE Lab,education | education | education,Classroom | Lab | Lab,1,0,218,0,0
20150121_215,2,1.42E+12,0,0,{standing still=1},0,33.643642,-117.841354,UCI IEEE Lab | DAT Lab | Java City Kiosk,education | education | food,Lab | Lab | Caf̩,1,0,1,0,0
20150121_216,2,1.42E+12,0,1.833333373,{tiliting=1| walking=5},477,33.644974,-117.83936,University of China | IL | BSC Water Cooler | Middle Earth - Mirkwood,education | nightlife | education,University | Nightclub | Residence Hall,1,0,0,0,0
20150121_218,3,1.42E+12,0,1.666666627,{standing still=1| walking=5},438,33.644238,-117.83478,Valimar - Middle Earth | Melanie's room | UCX Building H,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,0,0,0
20150121_219,3,1.42E+12,0,1.200000048,{tiliting=2| walking=1| Unknown=2},217,33.644,-117.83468,Melanie's room | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,2,0,13.53846154,0,0
20150121_220,3,1.42E+12,0,0.200000003,{standing still=4| tiliting=1},0,33.64397,-117.83465,Melanie's room | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,3,0,0,0,0
20150121_221,3,1.42E+12,0,0.166666672,{standing still=5| tiliting=1},0,33.643974,-117.83465,Melanie's room | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,0,0,0
20150121_222,3,1.42E+12,0,0,{standing still=4},0,33.643982,-117.83466,Melanie's room | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,7,0,0,0,0
20150121_223,3,1.42E+12,0,0.571428597,{standing still=3| tiliting=3| Unknown=1},0,33.643997,-117.83468,Melanie's room | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,6,0,2.833333333,0,0
20150121_224,3,1.42E+12,0,1,{standing still=2| tiliting=4| Unknown=1| walking=2},302,33.6434,-117.83531,Neighbor Underneath Couple Having Crazy Loud Sex | Melanie's room | Quenya - Middle Earth,building | education | education,Residential | Residence Hall | Residence Hall,1,0,8.8,0,0
20150121_225,3,1.42E+12,0,1.833333373,{tiliting=1| walking=5},543,33.64402,-117.83788,Middle Earth - Grey Havens | Aldor | Calmindon - Room 328,education | education | education,Residence Hall | Residence Hall | Residence Hall,1,0,0,0,0
20150121_227,3,1.42E+12,0,2,{walking=5},428,33.649258,-117.83931,University Optimetric Center | Newport Recruiting Company | O.C. Optometric,building | building | building,Eye Doctor | Building | Optical,1,0,0,0,0
20150121_234,3,1.42E+12,0,1.5,{tiliting=1| Unknown=1| walking=2},383,33.647663,-117.83976,Multipurpose Academic & Administrative Bldg (MPAA) | Zipcar Edley | Short Term Parking,education | shops | building,Academic Building | Rental Car | Parking,1,0,0,0,0
20150121_235,3,1.42E+12,0,2,{walking=5},442,33.64579,-117.84095,Phoenix Food Court | Einstein | Einstein Bros Bagels,shops | food | food,Food Court | Bagels | Bagels,1,0,0,0,0
20150121_236,3,1.42E+12,0,1.5,{Unknown=2| walking=2},476,33.645023,-117.841064,Tortilla Fresca | Engineering Tower (ET) | Einstein Bros Bagels,food | education | food,Burritos | Engineering | Bagels,1,0,0,0,0
20150121_238,3,1.42E+12,0,1,{standing still=1| tiliting=1| walking=1| Unknown=2},120,33.643974,-117.8417,ICS2 136 | Institute for Software Research | UC Irvine | Mac Lab (ICS2),education | education | education,Classroom | Administrative Building | Technology,1,0,0,0,0
20150121_239,3,1.42E+12,0,0.857142866,{standing still=2| tiliting=3| Unknown=1| walking=1},143,33.643944,-117.841705,ICS2 136 | Institute for Software Research | UC Irvine | Mac Lab (ICS2),education | education | education,Classroom | Administrative Building | Technology,2,0,20.5,0,0
20150121_240,3,1.42E+12,0,2,{walking=5},525,33.64565,-117.83903,Brandywine Dining Commons | Staff Space - Middle Earth | Game Room,education | education | shops,Cafeteria | Rec Center | Gaming Cafe,1,0,0,0,0
20150121_242,3,1.42E+12,0,2,{walking=6},535,33.64433,-117.834694,Valimar - Middle Earth | UCX Building H | 111,education | education | building,Residence Hall | Academic Building | Residential,1,0,0,0,0
20150121_243,3,1.42E+12,0,0.600000024,{standing still=2| tiliting=1| Unknown=2},136,33.644005,-117.83467,Melanie's room | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,0,0,0
20150121_244,3,1.42E+12,0,0.600000024,{standing still=4| tiliting=5| Unknown=1},12,33.643986,-117.83463,Melanie's room | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,3,1,3.75,0,0
20150121_245,3,1.42E+12,0,0.600000024,{standing still=2| tiliting=1| Unknown=2},0,33.643982,-117.83463,Melanie's room | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,3,1,2.25,0,0
20150121_246,3,1.42E+12,0,0.200000003,{standing still=4| tiliting=1},0,33.64399,-117.83466,Melanie's room | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,2,0,2,0,0
20150121_247,3,1.42E+12,0,0,{standing still=5},0,33.644,-117.83468,Melanie's room | Valimar - Middle Earth | Verano Place,education | education | education,Residence Hall | Residence Hall | Residence Hall,1,0,3,0,0
20150121_248,3,1.42E+12,0,0,{standing still=1},0,33.643993,-117.83463,Melanie's room | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,0,0,0
20150121_249,3,1.42E+12,0,0,{standing still=1},0,33.64399,-117.834625,Melanie's room | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,0,0,0
20150121_250,3,1.42E+12,0,0,{standing still=1},0,33.64402,-117.83468,Melanie's room | Valimar - Middle Earth | Verano Place,education | education | education,Residence Hall | Residence Hall | Residence Hall,1,0,0,0,0
20150121_251,3,1.42E+12,0,0,{standing still=1},0,33.64399,-117.83463,Melanie's room | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,0,0,0
20150121_252,3,1.42E+12,0,0,{standing still=1},0,33.643986,-117.83468,Melanie's room | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,0,0,0
20150121_253,3,1.42E+12,0,0,{standing still=1},0,33.644,-117.83469,Melanie's room | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,0,0,0
20150121_254,3,1.42E+12,0,0,{standing still=1},0,33.644,-117.83466,Melanie's room | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,0,0,0
20150121_255,3,1.42E+12,0,0,{standing still=1},0,33.643997,-117.83466,Melanie's room | Valimar - Middle Earth | Verano Place,education | education | education,Residence Hall | Residence Hall | Residence Hall,1,0,0,0,0
20150121_256,3,1.42E+12,0,0,{standing still=1},0,33.643993,-117.83466,Melanie's room | Valimar - Middle Earth | Verano Place,education | education | education,Residence Hall | Residence Hall | Residence Hall,1,0,0,0,0
20150121_257,3,1.42E+12,0,0,{standing still=1},0,33.643993,-117.834656,Melanie's room | Valimar - Middle Earth | Verano Place,education | education | education,Residence Hall | Residence Hall | Residence Hall,1,0,0,0,0
20150121_258,3,1.42E+12,0,0,{standing still=1},0,33.643993,-117.834656,Melanie's room | Valimar - Middle Earth | Verano Place,education | education | education,Residence Hall | Residence Hall | Residence Hall,1,0,0,0,0
20150121_259,3,1.42E+12,0,0,{standing still=1},0,33.64401,-117.834694,Melanie's room | Valimar - Middle Earth | Verano Place,education | education | education,Residence Hall | Residence Hall | Residence Hall,1,0,0,0,0
20150121_260,3,1.42E+12,0,0,{standing still=1},0,33.643986,-117.834656,Melanie's room | Valimar - Middle Earth | Verano Place,education | education | education,Residence Hall | Residence Hall | Residence Hall,1,0,0,0,0
20150121_261,3,1.42E+12,0,0,{standing still=1},0,33.643986,-117.834656,Melanie's room | Valimar - Middle Earth | Verano Place,education | education | education,Residence Hall | Residence Hall | Residence Hall,1,0,0,0,0
20150121_262,3,1.42E+12,0,0,{standing still=1},0,33.64398,-117.83466,Melanie's room | Valimar - Middle Earth | Verano Place,education | education | education,Residence Hall | Residence Hall | Residence Hall,1,0,1,0,0
20150121_263,3,1.42E+12,0,0,{standing still=1},0,33.644,-117.834656,Melanie's room | Valimar - Middle Earth | Verano Place,education | education | education,Residence Hall | Residence Hall | Residence Hall,1,0,0,0,0
20150121_264,3,1.42E+12,0,0,{standing still=1},0,33.643993,-117.83468,Melanie's room | Valimar - Middle Earth | Verano Place,education | education | education,Residence Hall | Residence Hall | Residence Hall,1,0,0,0,0
20150121_265,3,1.42E+12,0,0,{standing still=1},0,33.64401,-117.83469,Melanie's room | Valimar - Middle Earth | Verano Place,education | education | education,Residence Hall | Residence Hall | Residence Hall,1,0,0,0,0
20150121_266,3,1.42E+12,0,0,{standing still=1},0,33.643993,-117.83467,Valimar - Middle Earth | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,0,0,0
20150121_267,3,1.42E+12,0,0,{standing still=1},0,33.643997,-117.83463,Valimar - Middle Earth | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,0,0,0
20150121_268,3,1.42E+12,0,0,{standing still=1},0,33.643993,-117.83466,Valimar - Middle Earth | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,0,0,0
20150121_269,3,1.42E+12,0,0,{standing still=1},0,33.64399,-117.83467,Valimar - Middle Earth | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,0,0,0
20150121_270,3,1.42E+12,0,0,{standing still=1},0,33.64399,-117.834656,Valimar - Middle Earth | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,3,0,0
20150121_271,3,1.42E+12,0,0,{standing still=1},0,33.644012,-117.83469,Valimar - Middle Earth | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,0,0,0
20150121_272,3,1.42E+12,0,0,{standing still=1},0,33.643974,-117.83469,Valimar - Middle Earth | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,0,0,0
20150121_273,3,1.42E+12,0,0,{standing still=1},0,33.643997,-117.83466,Valimar - Middle Earth | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,0,0,0
20150121_274,3,1.42E+12,0,0,{standing still=1},0,33.64399,-117.83467,Valimar - Middle Earth | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,0,0,0
20150121_275,3,1.42E+12,0,0,{standing still=1},0,33.644,-117.83468,Valimar - Middle Earth | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,0,0,0
20150121_276,3,1.42E+12,0,0,{standing still=1},0,33.64399,-117.83467,Valimar - Middle Earth | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,0,0,0
20150121_277,3,1.42E+12,0,0,{standing still=1},0,33.643993,-117.83467,Valimar - Middle Earth | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,0,0,0
20150121_278,3,1.42E+12,0,0,{standing still=1},0,33.644005,-117.8347,Valimar - Middle Earth | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,0,0,0
20150121_279,3,1.42E+12,0,0,{standing still=1},0,33.64401,-117.8347,Valimar - Middle Earth | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,0,0,0
20150121_280,3,1.42E+12,0,0,{standing still=1},0,33.64397,-117.83468,Valimar - Middle Earth | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,0,0,0
20150121_281,3,1.42E+12,0,0,{standing still=1},0,33.64397,-117.83466,Valimar - Middle Earth | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,0,0,0
20150121_282,3,1.42E+12,0,0,{standing still=1},0,33.643997,-117.83469,Valimar - Middle Earth | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,0,0,0
20150121_283,3,1.42E+12,0,0,{standing still=1},0,33.643982,-117.83466,Valimar - Middle Earth | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,0,0,0
20150121_284,3,1.42E+12,0,0,{standing still=1},0,33.64399,-117.83466,Valimar - Middle Earth | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,0,0,0
20150121_285,3,1.42E+12,0,0,{standing still=1},0,33.643974,-117.83467,Valimar - Middle Earth | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,0,0,0
20150121_286,3,1.42E+12,0,0,{standing still=1},0,33.643993,-117.83466,Valimar - Middle Earth | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,0,0,0
20150121_287,3,1.42E+12,0,0,{standing still=1},0,33.643986,-117.83466,Valimar - Middle Earth | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,0,0,0
20150121_288,3,1.42E+12,0,0,{standing still=1},0,33.643993,-117.83466,Valimar - Middle Earth | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,0,0,0
20150122_1,0,1.42E+12,0,0,{standing still=1},0,33.643993,-117.83466,Valimar - Middle Earth | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,0,0,0
20150122_2,0,1.42E+12,0,0,{standing still=1},0,33.643986,-117.834656,Valimar - Middle Earth | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,0,0,0
20150122_3,0,1.42E+12,0,0,{standing still=1},0,33.643993,-117.83467,Valimar - Middle Earth | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,0,0,0
20150122_4,0,1.42E+12,0,0,{standing still=1},0,33.64401,-117.8347,Valimar - Middle Earth | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,0,0,0
20150122_5,0,1.42E+12,0,0,{standing still=1},0,33.643982,-117.83467,Valimar - Middle Earth | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,0,0,0
20150122_6,0,1.42E+12,0,0,{standing still=1},0,33.643963,-117.83468,Valimar - Middle Earth | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,0,4,0
20150122_7,0,1.42E+12,0,0,{standing still=1},0,33.643993,-117.83467,Valimar - Middle Earth | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,0,0,0
20150122_8,0,1.42E+12,0,0,{standing still=1},0,33.643997,-117.83467,Valimar - Middle Earth | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,0,0,0
20150122_9,0,1.42E+12,0,0,{standing still=1},0,33.643982,-117.83467,Valimar - Middle Earth | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,0,0,0
20150122_10,0,1.42E+12,0,0,{standing still=1},0,33.64397,-117.83466,Valimar - Middle Earth | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,0,0,0
20150122_11,0,1.42E+12,0,0,{standing still=1},0,33.644,-117.83467,Valimar - Middle Earth | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,1,0,0
20150122_12,0,1.42E+12,0,0,{standing still=1},0,33.644,-117.83466,Valimar - Middle Earth | Verano Place | University of California | Irvine Extension,education | education | education,Residence Hall | Residence Hall | Academic Building,1,0,0,0,0
